x	y	z	value	use	f_bg	f_signal_count	f_peak_signal	f_x	f_y	f_z	f_sigma_lateral	f_sigma_axial	f_status	f_error	f_corr
1425.000000	1681.000000	9.000000	25347.269531	1.000000	383.732758	4761778.000000	377714.093750	1425.362793	1681.290649	9.474670	1.210611	0.546169	27.000000	-49059664.000000	0.790352
1063.000000	1765.000000	10.000000	25302.412109	1.000000	863.977234	4934727.000000	298353.375000	1063.425781	1765.196167	9.597383	1.269182	0.651951	27.000000	-49675104.000000	0.830106
924.000000	1569.000000	10.000000	25273.347656	1.000000	432.034058	4676358.000000	317262.906250	924.201294	1569.103882	9.599140	1.319364	0.537637	27.000000	-47518160.000000	0.844287
920.000000	1625.000000	10.000000	25225.564453	1.000000	548.699158	4339824.000000	318183.750000	919.998718	1625.352051	9.712097	1.268101	0.538539	27.000000	-43988752.000000	0.865627
41.000000	554.000000	10.000000	25219.755859	1.000000	2851.090088	4751124.500000	357265.718750	41.228767	553.928589	10.233080	1.232743	0.555636	27.000000	-46878268.000000	0.838306
630.000000	1408.000000	10.000000	25176.216797	1.000000	678.007019	4144618.750000	332097.250000	630.323486	1408.491333	9.796722	1.221803	0.530820	27.000000	-42093588.000000	0.832527
1129.000000	373.000000	10.000000	25077.574219	1.000000	1264.539551	4599189.500000	418810.562500	1129.047119	372.590912	9.538093	1.158301	0.519698	27.000000	-46937472.000000	0.808655
238.000000	31.000000	10.000000	24847.570312	1.000000	2844.289307	4545649.500000	331606.000000	238.206329	31.461876	10.124268	1.254812	0.552773	27.000000	-44678088.000000	0.783101
1039.000000	510.000000	10.000000	24482.041016	1.000000	642.969177	4421816.000000	335547.062500	1039.422729	510.227936	9.622431	1.238071	0.545866	27.000000	-44858564.000000	0.817556
767.000000	80.000000	10.000000	24464.814453	1.000000	1844.018188	4271320.500000	313404.500000	766.602356	80.080086	9.858503	1.251014	0.552921	27.000000	-42293296.000000	0.824935
626.000000	1546.000000	10.000000	24340.550781	1.000000	1894.764526	5849240.000000	152145.062500	626.531860	1545.792847	9.906491	1.960808	0.634895	27.000000	-57120332.000000	0.751239
79.000000	1268.000000	10.000000	24328.640625	1.000000	1275.248413	3993626.500000	323149.187500	79.588715	1267.927368	9.974890	1.218391	0.528592	27.000000	-40038204.000000	0.814215
1256.000000	1882.000000	10.000000	24269.371094	1.000000	934.181946	3834190.750000	318607.843750	1255.829346	1881.748657	9.931552	1.199332	0.531213	27.000000	-38511400.000000	0.866017
1020.000000	1229.000000	10.000000	24167.353516	1.000000	130.787201	4347079.000000	363275.312500	1020.061401	1228.541748	9.592999	1.289390	0.457007	27.000000	-44684388.000000	0.797927
1147.000000	937.000000	9.000000	24131.474609	1.000000	232.523727	4113573.750000	297878.093750	1147.049072	937.318787	9.293427	1.274310	0.539959	27.000000	-41620452.000000	0.865551
592.000000	858.000000	10.000000	24110.011719	1.000000	0.000000	4067389.500000	125644.875000	592.000000	858.000000	10.000000	1.509405	0.902173	27.000000	-39637056.000000	0.830392
1899.000000	1894.000000	16.000000	24014.722656	1.000000	134.721146	4440805.000000	308093.000000	1898.510620	1893.474976	15.573310	1.236500	0.598580	27.000000	-45246648.000000	0.778467
2006.000000	1740.000000	9.000000	24012.902344	1.000000	1019.551514	4104915.000000	331916.968750	2006.422974	1740.224609	9.213223	1.201674	0.543790	27.000000	-41269908.000000	0.839557
1465.000000	459.000000	10.000000	23898.841797	1.000000	325.676239	4587149.500000	308657.562500	1465.280396	459.440308	9.562754	1.280012	0.575928	27.000000	-46548600.000000	0.767445
74.000000	1117.000000	10.000000	23856.882812	1.000000	1589.411499	4028682.000000	337176.531250	73.587349	1117.016235	9.835502	1.182462	0.542577	27.000000	-40172912.000000	0.829178
2040.000000	1835.000000	9.000000	23745.279297	1.000000	917.898804	3857321.250000	329525.937500	2039.864380	1834.472534	9.173519	1.203765	0.512912	27.000000	-38874732.000000	0.804896
2014.000000	1620.000000	9.000000	23732.125000	1.000000	1054.903687	3983204.000000	301065.281250	2014.171143	1619.576782	9.145646	1.263717	0.526020	27.000000	-39833520.000000	0.838205
1335.000000	1644.000000	11.000000	23361.277344	1.000000	592.832642	4394858.500000	353770.500000	1334.436523	1643.727539	10.476288	1.146516	0.600058	27.000000	-44864248.000000	0.783353
1889.000000	1908.000000	20.000000	23214.650391	1.000000	12167.662109	13803324.000000	157083.312500	1888.804321	1909.505127	19.801561	1.914693	1.521898	27.000000	-140016624.000000	0.538826
2007.000000	1677.000000	9.000000	23207.673828	1.000000	904.796509	3777714.500000	306190.093750	2006.544678	1676.622681	9.093431	1.223155	0.523607	27.000000	-37889764.000000	0.819491
1892.000000	1917.000000	20.000000	23158.000000	1.000000	14996.748047	13884331.000000	143678.281250	1890.995728	1916.462402	19.796577	2.178498	1.292855	27.000000	-140226560.000000	0.462058
651.000000	1522.000000	10.000000	23117.751953	1.000000	527.065552	4061591.750000	351898.500000	650.606995	1521.546021	9.634057	1.216242	0.495415	27.000000	-41375116.000000	0.798977
1973.000000	919.000000	9.000000	23090.705078	1.000000	884.161621	4074077.000000	311933.375000	1972.543457	918.520142	9.264226	1.205576	0.570569	27.000000	-40885608.000000	0.820888
1962.000000	1696.000000	9.000000	23077.402344	1.000000	1138.547241	3817847.500000	351813.750000	1962.381226	1695.921997	9.241978	1.117003	0.552239	27.000000	-38357252.000000	0.860904
1575.000000	2020.000000	9.000000	22978.654297	1.000000	1201.910156	4390272.000000	321327.812500	1575.157959	2020.413086	9.386872	1.220863	0.582022	27.000000	-43973148.000000	0.827541
1754.000000	260.000000	9.000000	22941.785156	1.000000	1567.166138	4171874.000000	306186.875000	1754.283325	259.978027	9.299810	1.248399	0.555096	27.000000	-41314400.000000	0.857447
1521.000000	411.000000	10.000000	22532.275391	1.000000	485.117737	4189898.000000	304424.750000	1520.847900	411.356567	9.544811	1.221713	0.585484	27.000000	-42238476.000000	0.808887
1398.000000	1898.000000	9.000000	22328.431641	1.000000	875.326111	4113167.000000	290709.218750	1397.697632	1897.908203	9.362291	1.256627	0.568899	27.000000	-41023472.000000	0.859877
182.000000	379.000000	10.000000	22324.044922	1.000000	2185.628418	3837449.250000	312363.406250	182.316223	379.261292	10.030496	1.188030	0.552659	27.000000	-37454700.000000	0.816439
95.000000	1883.000000	10.000000	22305.767578	1.000000	1476.282349	3719742.250000	308317.093750	95.063194	1882.510620	10.030775	1.176996	0.552962	27.000000	-36791644.000000	0.828701
2030.000000	1630.000000	9.000000	22289.207031	1.000000	1602.910645	3749751.250000	347227.937500	2030.335083	1629.942261	9.212893	1.132178	0.534920	27.000000	-37287676.000000	0.848931
938.000000	343.000000	10.000000	22243.900391	1.000000	463.495697	4633165.000000	221468.734375	938.188782	343.297241	9.579335	1.501332	0.589308	27.000000	-45838988.000000	0.756357
1181.000000	769.000000	10.000000	22182.179688	1.000000	516.362671	3953117.750000	290915.687500	1180.932861	769.285339	9.641339	1.319124	0.495829	27.000000	-39596008.000000	0.837316
1440.000000	70.000000	10.000000	22177.525391	1.000000	476.197449	4569510.500000	269038.343750	1439.523193	70.097435	9.486137	1.309207	0.629171	27.000000	-45792812.000000	0.737686
1197.000000	145.000000	10.000000	21842.523438	1.000000	1473.693848	4360890.000000	335081.687500	1196.745483	144.501297	9.494791	1.190251	0.583280	27.000000	-43631532.000000	0.752099
1844.000000	176.000000	9.000000	21837.216797	1.000000	2026.264526	4142017.000000	338065.031250	1844.013550	175.575241	9.341949	1.162939	0.575212	27.000000	-40920644.000000	0.824837
1570.000000	57.000000	10.000000	21727.533203	1.000000	1056.367432	4278217.000000	292391.312500	1570.364746	56.825874	9.522643	1.232306	0.611774	27.000000	-42606916.000000	0.770983
1856.000000	456.000000	19.000000	21635.605469	1.000000	163.732513	4304599.000000	232575.781250	1855.568726	456.304565	19.060127	1.162222	0.870002	27.000000	-42600816.000000	0.811826
817.000000	322.000000	10.000000	21625.496094	1.000000	0.000000	4241911.000000	131035.976562	817.000000	322.000000	10.000000	1.509405	0.902173	27.000000	-40980168.000000	0.797488
668.000000	893.000000	10.000000	21555.666016	1.000000	0.000000	3660421.250000	113073.304688	668.000000	893.000000	10.000000	1.509405	0.902173	27.000000	-35459272.000000	0.855523
1805.000000	1543.000000	9.000000	21435.925781	1.000000	863.011230	4032778.250000	310801.562500	1804.594482	1542.946777	9.436594	1.202129	0.570098	27.000000	-40406964.000000	0.811247
1527.000000	100.000000	10.000000	21285.494141	1.000000	470.421387	4072482.000000	271418.250000	1527.284790	100.214462	9.520431	1.240384	0.619210	27.000000	-40656348.000000	0.793912
1339.000000	341.000000	10.000000	21283.125000	1.000000	831.402222	3941652.250000	269322.656250	1339.172119	340.729004	9.636378	1.281862	0.565526	27.000000	-39034536.000000	0.826205
1367.000000	1814.000000	9.000000	21102.716797	1.000000	1690.622437	3915927.750000	323571.593750	1366.700195	1813.823120	9.373147	1.150510	0.580515	27.000000	-38723828.000000	0.843608
1133.000000	284.000000	10.000000	21086.347656	1.000000	1517.019653	3881594.500000	323248.531250	1133.229736	283.579254	9.639886	1.203755	0.526172	27.000000	-38417936.000000	0.822751
1670.000000	955.000000	9.000000	21080.312500	1.000000	969.737366	3935654.500000	302593.343750	1670.254639	955.270691	9.412359	1.246821	0.531226	27.000000	-39174500.000000	0.834292
667.000000	1851.000000	10.000000	20930.326172	1.000000	1114.794556	3568942.250000	280206.312500	667.222595	1851.263794	9.776476	1.251675	0.516189	27.000000	-35227084.000000	0.853636
562.000000	786.000000	10.000000	20890.634766	1.000000	1322.721558	3584280.500000	302340.312500	561.675537	786.379944	9.754007	1.225399	0.501281	27.000000	-35295220.000000	0.827432
